"Christopher Darnton, ""The Provenance Problem: Research Methods and Ethics in the Age of WikiLeaks,""",...2,...3,...4,...5,...6,...7,...8,...9,...10,...11,...12,...13,...14,...15,...16,...17,...18,...19,...20,...21
1,"Motivations, security threats and geopolitical implications of Chinese investment in the EU energy sector: the case of CDP Reti","Otero-Iglesias, Miguel, and Manuel Weissenegger",EJIR,26,2,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Popular culture, the body and world politics","Aistrope, Tim",EJIR,26,1,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,A Better Crystal Ball,"Scoblic, J Peter, and Philip E Tetlock",FA,99,6,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,The End of American Illusion,"Schadlow, Nadia",FA,99,5,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,The Rise of Strategic Corruption,"Zelikow, Philip, Eric Edelman, Kristofer Harrison and Celeste War Gventer",FA,99,4,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Audience of One: Donald Trump, Television, and the Fracturing of America","Mathews, Jessica",FA,99,1,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Add the Crowd Noises, but Hold the High-Fives","Cordella, Rick",FP,238,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,The Dissent Channel: American Diplomacy in a Dishonest Age,"Gramer, Robbie",FP,236,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Between concepts and thought: digital technologies and temporal relationality,"Kessler, Oliver, and Marc Lenglet",IR,34,3,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,The United States and the NATO Non-extension Assurances of 1990: New Light on an Old Problem?,"Trachtenberg, Marc",IS,45,3,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Sadat and the Road to Jerusalem: Bold Gestures and Risk Acceptance in the Search for Peace,"Berenji, Shahin",IS,45,1,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Putin, Putinism, and the Domestic Determinants of Russian Foreign Policy","McFaul, Michael",IS,45,2,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Authoritarianism as an Institution? The Case of Central Asia,"Buranelli, Filippo Costa",ISQ,64,4,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,The International Trade Regime and the Quest for Free Digital Trade,"Azmeh, Shamel, Christopher Foster, and Jaime Echavarri",ISR,22,3,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Algorithms at War: The Promise, Peril, and Limits of Artificial Intelligence","Jensen, Benjamin M, Christopher Whyte, and Scott Cuomo",ISR,22,3,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Mapping the Repertoire of Emotions and Their Communicative Functions in Face-to-face Diplomacy,"Wong, Seanon",ISR,22,1,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Comfortably Numb: Effects of Prolonged Media Coverage,"Hoffman, Aaron, and Jose Kaire",JCR,64,9,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Innovations in concepts and measurement for the study of peace and conflict,"Fariss, Christopher, and James Lo",JPR,57,6,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Merchants against the bankers: the financialization of a commodity market,"Seddon, Jack",RIPE,27,3,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Too Important to Be Left to the Admirals: The Need to Study Maritime Great-Power Competition,"Caverley, Jonathan, and Peter Dombrowski",SS,29,4,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"The Durability of Client Regimes: Foreign Sponsorship and Military Loyalty, 1946–2010","Casey, Adam",WP,72,3,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,The Disclosure Dilemma: Nuclear Intelligence andInternational Organizations,"Carnegie, Allison, and Austin Carson",AJPS,63,2,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Are Biased Media Bad for Democracy?,"Wolton, Stephane",AJPS,63,3,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Tuning In, Not Turning Out: Evaluating the Impact ofEthnic Television on Political Participation","Velez, Yamil Ricardo, and Benjamin J. Newman",AJPS,63,4,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,The Credibility of Public and Private Signals: A Document-Based Approach,"Katagiri, Azusa, and Eric Min",APSR,113,1,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Local News and National Politics,"Martin, Gregory J.",APSR,113,2,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Can Violent Protest Change Local Policy Support? Evidence from the Aftermath of the 1992 Los Angeles Riot,"Enos, Ryan D.",APSR,113,4,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Persuading the Enemy: Estimating the Persuasive Effects of Partisan Media with the Preference-Incorporating Choice and Assignment Design,"de Benedicts-Kessner, Justin",APSR,113,4,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Local News and National Politics,"Martin, Gregory, and Joshua McCrain",APSR,113,2,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Scopic regimes and the visual turn in International Relations: Seeing world politics through the drone,"Grayson, Kyle, and Jocelyn Mawdsley",EJIR,25,2,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,The emergence of environmental stewardship as a primary institution of global international society,"Falkner, Robert, and Barry Buzan",EJIR,25,1,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Foreign policy anarchy in multiparty coalitions: When junior parties take rogue decisions,"Greene, Toby",EJIR,25,3,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,The Eroding Balance of Terror: The Decline of Deterrence,"Krepinevich, Andrew F.",FA,98,1,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Spies, Lies, and Algorithms","Zegart, Amy ,and Michael Morell",FA,98,3,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,American Hustle; What Mueller Found-and Didn't Find-About Trump and Russia,"Kotkin, Stephen",FA,98,4,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Democracy Demotion: How the Freedom Agenda Fell Apart,"Diamond, Larry",FA,98,4,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,The Sources of Chinese Conduct: Are Washington and Beijing Fighting a New Cold War?,"Westad, Odd Arne",FA,98,5,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Fiber: The Coming Tech Revolution-and Why America Might Miss It,"Cooperd, Richard N.",FA,98,1,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bad News: Can Democracy Survive If the Media Fail?,"Weisberg, Jacob",FA,98,5,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Audience of One: Donald Trump, Television, and the Fracturing of America","Mathews, Jessica T ¸",FA,99,1,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,India’s Digital Dreamer,"Agrawal, Ravi. F.",FP,231,NA,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Telecoms market gearing up for a big shake-up,Foreign Policy,FP,231,NA,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Unbreakable,"Borshchevskaya, Anna",FP,232,NA,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Space Research,"Autry, Greg",FP,233,NA,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,The Great Indian Streaming Wars,"Agrawal, Ravi. F.",FP,234,NA,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,India's national security: challenges and dilemmas,"Pant, Harsh V., and Kartik Bommakanti",IA,95,4,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Deconstruction machines: writing in the age of cyberwar,"Joque, Justin",IA,95,1,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,The promise and record of international institutions,"Brown, Chris",IR,33,2,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Technological change and international relations,"Drezner, Daniel W.",IR,33,2,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Theorising indirect coercion: The logic of triangular strategies,"Smetana, Michael, and Jan Ludvik",IR,33,3,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Proliferation and the Logic of the Nuclear Market,"Gheorghe, Eliza",IS,43,4,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Power and Profit at Sea: The Rise of the West in the Making of the International System,"Sharman, J.C.",IS,43,4,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Weaponized Interdependence: How Global Economic Networks Shape State Coercion,"Farrell, Henry, and Abraham L. Newman",IS,44,1,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"How to Enlarge NATO: The Debate inside the Clinton Administration, 1993–95","Sarotte, Mary Elise",IS,44,1,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Who Killed Détente? The Superpowers and the Cold War in the Middle East, 1969–77",Galen Jackson,IS,44,3,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Conceal or Reveal? Managing Clandestine Military Capabilities in Peacetime Competition,"Green, Brendan Rittenhouse, and Austin Long",IS,44,3,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,The Emergence of Foreign Policy,"Leira, Halvard",ISQ,63,1,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Feigning Compliance: Covert Action and International Law,"Poznansky, Michael",ISQ,63,1,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Track-Change Diplomacy: Technology, Affordances, and the Practice of International Negotiations","Adler-Nissen, Rebecca, and Alena Drieschova",ISQ,63,3,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Are the Contents of International Treaties Copied and Pasted? Evidence from Preferential Trade Agreements,"Allee, Todd, and Manfred Elsig",ISQ,63,3,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"At Home and Abroad:
The Use of Denial-of- service Attacks during Elections in Nondemocratic Regimes","Lutscher, Philipp M., et al.",JCR,64,2_3,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Finding fault lines in long chains of financial information,"Campbell-Verduyn, Malcolm, et al.",RIPE,26,5,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Understanding technological change in global finance through infrastructures,"Bernards, Nick, and Malcolm Campbell-Verduyn",RIPE,26,5,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Minilateralism and informality in international monetary cooperation,"Fioretos, Orfeo",RIPE,26,6,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Revising order or challenging the balance of military power? An alternative typology of revisionist and status-quo states,"Cooley, Alexander, Daniel Nexon, and Steven Ward",RIS,45,4,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Counter-Hegemonic Strategies in the Global Economy,"Drezner, Daniel W.",SS,28,3,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Frustration and Delay: The Secondary Effects of Supply-Side Proliferation Controls,"Koch, Lisa Langdon",SS,28,4,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,No Need to Watch: How the Effects of Partisan Media Can Spread via Interpersonal Discussions,"Druckman, James N., Matthew S. Levendusky, and Audrey McLain",AJPS,62,1,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Electoral Effects of Biased Media: Russian Television in Ukraine,"Peisakhin, Leonid, and Arturas Rozenas",AJPS,62,3,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Anonymity and Democracy: Absence as Presence in the Public Sphere,"Asenbaum, Hans.",APSR,112,3,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,The Right to Strike: A Radical View,"Gourevitch, Alex",APSR,112,4,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Agency Problems in Political Campaigns: Media Buying and Consulting,"Martin, Gregory, and Zachary Peskowitz",APSR,112,2,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,How to Stand Up to the Kremlin: Defending Democracy Against Its Enemies,"Biden, Joseph R, Jr, and Michael  Carpenter",FA,97,1,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Just and Unjust Leaks: When to Spill Secrets,"Walzer, Michael",FA,97,2,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,After Credibility: American Foreign Policy in the Trump Era,"Yarhi-Milo, Keren",FA,97,1,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Still Crazy After All These Years: America's Long History of Political Delusion,"Morone, James A",FA,97,2,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,China's New Revolution: The Reign of Xi Jinping,"Economy, Elizabeth C",FA,97,3,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Indonesia's Forgotten Bloodbath,"Bass, Gary J",FA,97,4,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Battlefield Internet: A Plan for Securing Cyberspace,"Flournoy, Michèle, and Michael Sulmeyer",FA,97,5,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,When China Rules the Web: Technology in Service of the State,"Segal, Adam",FA,97,5,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Recent Books: The United States: The Great Alignment: Race, Party Transformation, and the Rise of Donald Trump/The Left Behind: Decline and Rage in Rural America/The Great Revolt: Inside the Populist Coalition Reshaping American Politics","Mead, Walter Russell",FA,97,5,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,How Conservation Became Colonialism,"Zaitchik, Alexander",FP,229,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Applying Universal Jurisdiction to Civil Cases: Variations in State Approaches to Monetizing Human Rights Violations,"Roper, Steven",GG,24,1,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Grey is the new black: covert action and implausible deniability,"Cormac, Rory, and Richard J. Aldrich",IA,94,3,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Leaving (north-east) Asia? Japan's southern strategy,"Wallace, Corey",IA,94,4,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,The Japanese Diet and defence policy-making,"Hikotani, Takako",IA,94,4,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,What authoritarianism is … and is not: a practice perspective,"Glasius, Marlies",IA,94,3,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Counter-insurgency in the Somali territories: the ‘grey zone’ between peace and pacification,"Moe, Louise Wiuff",IA,94,2,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,British foreign policy towards Latin America in the twenty-first century: assessing the ‘Canning Agenda’,"Mills, Thomas",IA,94,6,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"State, media and civil society in the information warfare over Ukraine: citizen curators of digital disinformation","Golovchenko, Yevgeniy, Mareike Hartmann, and Rebecca Adler-Nissen",IA,94,5,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Stranded wealth: rethinking the politics of oil in an age of abundance,"Van de Graaf, Thijs, and Michael Bradshaw",IA,94,6,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,The Spotlight's Harsh Glare: Rethinking Publicity and International Order,"Carnegie, Allison, and Austin Carson",IO,72,3,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Forum Isolation: Social Opprobrium and the Origins of the International Law of Internal Conflict,"Mantilla, Giovanni",IO,72,2,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Political Relations, Leader Stability, and Economic Coercion","McLean, Elena V, and Mitchell T Radtke",ISQ,62,2,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,The Theory and Practice of War Termination: Assessing Patterns in China's Historical Behavior,"Mastro, Oriana Skylar",ISR,20,4,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Media technology, covert action, and the politics of exposure","Joseph, Michael, and Michael Poznansky",JPR,55,3,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Sensing the ground: On the global politics of satellite-based activism,"Rothe, Delf, and David Shim",RIS,44,3,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Gramsci meets emergentist materialism: Towards a neo neo-gramscian perspective on world order,"Pass, Jonathan",RIS,44,4,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Is the Enemy of My Enemy My Friend? How Terrorist Groups Select Partners,"Bacon, Tricia",SS,27,3,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,The Microfoundations of Diversionary Conflict,"Theiler, Tobias",SS,27,2,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,The Historical Rarity of Foreign-Deployed Nuclear Weapon Crises,"Avey, Paul",SS,27,1,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Power Transitions, Status Dissatisfaction, and War: The Sino-Japanese War of 1894–1895","Greve, Andrew, and Jack Levy",SS,27,1,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Advancing without Attacking: The Strategic Game around the Use of Force,"Altman, Dan",SS,27,1,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,The Hostile Audience: The Effect of Access to Broadband Internet on Partisan Affect,"Lelkes, Yphtach, Gaurav Sood, and Shanto Iyengar",AJPS,61,1,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Mobilizing the Public Against the President: Congress and the Political Costs of Unilateral Action,"Christenson, Dino P., and Douglas L. Kriner",AJPS,61,4,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Spontaneous Collective Action: Peripheral Mobilization During the Arab Spring,"Steinert-Threkeld, Zachary",APSR,111,2,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Political Cleavages within Industry: Firm-level Lobbying for Trade Liberalization,"Kim, In Song",APSR,111,1,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,The Paradox of Adversity: The Contrasting Fates of Latin America's New Left Parties,"Dyck, Brandon Van",CP,49,2,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Making Abortion Laws in Mexico: Salience and Autonomy in the Policymaking Process,"Beer, Caroline",CP,50,1,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Hegemonic-order theory: A field-theoretic account,"Nexon, Daniel H., and Iver B. Neumann",EJIR,24,3,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Against network thinking: A critique of pathological sovereignty,"Coward, Martin",EJIR,24,2,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Deterring Cyberattacks: How to Reduce Vulnerability,"Hennessey, Susan",FA,96,6,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,An Internet Whole and Free: Why Washington Was Right to Give Up Control,"Raustiala, Kal",FA,96,2,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Course Correction: How to Stop China’s Maritime Advance,"Ratner, Ely",FA,96,4,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Hack Job: How America Invented Cyberwar,"Parker, Emily",FA,96,3,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,A Bodega Once Stood Here.,"Palmer, James",FP,224,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Global Health Governance in International Society,"Youde, Jeremy",GG,23,4,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Seeing the future: power, prediction and organization in an age of uncertainty","Gould-Davies, Nigel",IA,93,2,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Naked diplomacy: power and statecraft in the digital age and The future of #diplomacy,"Spence, Jack",IA,93,4,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"The cybersecurity dilemma: hacking, trust, and fear between nations","Nocetti, Julien",IA,93,5,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Making the Real: Rhetorical Adduction and the Bangladesh Liberation War,"O'Mahoney, Joseph",IO,71,2,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"The Logic of ""Offstage"" Signaling: Domestic Politics, Regime Type, and Major Power-Protégé Relations","McManus, Roseanne W, and Keren Yarhi-Milo",IO,71,4,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Archives and Inference: Documentary Evidence in Case Study Research and the Debate over U.S. Entry into World War II,"Darnton, Christopher",IS,42,3,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Rousing a Response: When the United States Changes Policy toward Mass Killing,"Rothschild, Amanda J.",IS,42,2,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Islamophobia and Media Portrayals of Muslim Women: A Computational Text Analysis of US News Coverage,"Terman, Rochelle",ISQ,61,3,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Diplomacy Through Agents,"Lindsey, David",ISQ,61,3,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Accidental Activists: Latin American Status-Seeking at The Hague,"Schulz, Carsten-Andreas",ISQ,61,3,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,How Social Media Is Changing Conflict,"Zeitzoff, Thomas",JCR,61,9,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Democracies in Conflict: The Role of Public Opinion, Political Parties, and the Press in Shaping Security Policy","Gelpi, Christopher",JCR,61,9,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Can civilian attitudes predict insurgent violence? Ideology and insurgent tactical choice in civil war,"Hirose, Kentaro, Kosuke Imai, and Jason Lyall",JPR,54,1,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Politics of the Living Dead: Race and Exceptionalism in the Apocalypse,"Fishel, Stefanie, and Lauren Wilcox",MIL,45,3,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Nuclear Beliefs: A Leader-Focused Theory of Counter-Proliferation,"Whitlark, Rachel Elizabeth",SS,26,4,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,The MAD Who Wasn't There: Soviet Reactions to the Late Cold War Nuclear Balance,"Green, Brendan, and Austin Long",SS,26,4,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Causes of the US Hostage Crisis in Iran: The Untold Account of the Communist Threat,"Tabaar, Mohammad Ayatollahi",SS,26,4,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Military Cultures and Force Employment in Peace Operations,"Ruffa, Chiara",SS,26,3,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,The Logic of Coercion in Cyberspace,"Borghard, Erica, and Shawn Lonergan",SS,26,3,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Atomic Leverage: Compellence with Nuclear Latency,"Volpe, Tristan",SS,26,3,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,The Influence of News Media on Political Elites: Investigating Strategic Responsiveness in Congress,"Arceneaux, Kevin, Martin Johnson, René Lindstädt, and Ryan J. Wielen",AJPS,60,1,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Control from within: How soldiers control the military,"Levy, Yagil",EJIR,23,1,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,The concept of transparency in International Relations: Towards a critical approach,"McCarthy, Daniel R., and Matthew Fluck",EJIR,23,2,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Beyond a politics of recrimination: Scandal, ethics and the rehabilitation of violence","Johnson, Jamie M.",EJIR,23,3,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,How Putin Silences Dissent: Inside the Kremlin's Crackdown,"Lipman, Maria",FA,95,3,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Recent Books: Political and Legal: Connectography: Mapping the Future of Global Civilization,"Ikenberry, G John",FA,95,3,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
